title,title_orig,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,product_url,product_picture,product_id,Quantité_limitée,Reduction_achats_gros,price_eur,retail_price_eur
jupe,Women's Active Skort Athletic Stretchy Pleated Tennis Skirt for Running Golf Workout,5.0,5,CHF,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"ladies skort,running skirt,summer skirt,Golf,short dress,Women Skirts,Athletics,Skirts,Pleated,Running,Tennis,short skirt skorts,Women's Fashion,hightwaistdres,Pleated Skirt,Active,short skirt,tennisdres",White,S,50,Livraison standard,2,0,8,50,China,https://www.wish.com/c/5ed1c059630f990d1d44592c,https://contestimg.wish.com/api/webimage/5ed1c059630f990d1d44592c-medium.jpg,5ed1c059630f990d1d44592c,0,0,5.193725979017348,5.193725979017348
t_shirt,Women Fashion Wolf Print Hollow Out Tank Top Summer Sleeveless Casual Tops,5.0,16,AUD,1000,1,4.23,62,39.0,10.0,5.0,4.0,4.0,0,0,0,0,"hollowouttanktop,Tanktops for women,Plus Size,wolfprint,summer tank top,Summer,skulltanktopforwomen,Tops,tank top,Casual,Print,Women's Fashion,sleevelesstshirt,Wolf,sleeveless,tanksforwomen,Tank,Fashion,3dprint,Women",Blue,XS,20,Livraison standard,2,0,41,50,China,https://www.wish.com/c/5eba2544300b031bc24ff8f6,https://contestimg.wish.com/api/webimage/5eba2544300b031bc24ff8f6-medium.jpg,5eba2544300b031bc24ff8f6,0,0,2.979915370403481,9.53572918529114
pantalon,S-5XL Women's Summer Causal Shorts Drawstring Short Pants Loose Short Pants,8.0,7,GBP,100,1,3.33,3,1.0,1.0,0.0,0.0,1.0,0,0,0,0,"Summer,Shorts,pants,Home & Living,Loose,Short pants,Running,women shorts,Plus Size,drawstring,Sport,Causal",Blue,S,50,Livraison standard,2,0,40,50,China,https://www.wish.com/c/5ed49e6cbddbc879074ce8db,https://contestimg.wish.com/api/webimage/5ed49e6cbddbc879074ce8db-medium.jpg,5ed49e6cbddbc879074ce8db,0,0,9.282896263634251,8.122534230679971
t_shirt,Women Fashion solid color Bikini Set casual Two Piece Set Swimsuit Bathing Suit Swimwear Beach Wear plus size S-5XL High Waist Cage Neck Cross Front Bikini Set,13.0,11,GBP,1000,1,3.53,302,125.0,47.0,47.0,29.0,54.0,0,0,0,0,"bathing suit,Plus Size,bikini set,Cross,Swimwear,Women's Fashion,Fashion,Push up bikini,Casual,High Waisted Bikini,Necks,high waist,Beach,Waist,halterneck,beach wear,Swimsuit,Bikini,Suits,Women,plus size bathing suits,Swimming",Orange,M,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5e37c1ea08b64727ff894b5d,https://contestimg.wish.com/api/webimage/5e37c1ea08b64727ff894b5d-medium.jpg,5e37c1ea08b64727ff894b5d,0,0,15.084706428405662,12.763982362497098
pantalon,New Fashion Women Casual Shorts Suit Summer Tie-Dye Print Halter Bandage Sleeveless Backless Crop Top And Elastic Waist Shorts Pants Two Piece Set,8.0,7,CHF,5000,0,4.3,830,523.0,147.0,87.0,32.0,41.0,1,0,1,0,"bandage top,Fashion,crop top,Halter,Summer,Women Set,elasticwaistshort,Women's Fashion,elastic waist,Casual,Women,Shorts,Waist,Elastic,Tops,pants,shortssuit,backless,Suits,Print,sleeveless,twopiecesset",Other,S,50,Envío normal,3,0,36,50,China,https://www.wish.com/c/5c340c2b31825e42ca62d69a,https://contestimg.wish.com/api/webimage/5c340c2b31825e42ca62d69a-medium.jpg,5c340c2b31825e42ca62d69a,0,0,8.309961566427756,7.271216370624286
short,8 Colors Summer Women Anti-Cellulite Yoga Shorts Gym Cellulite Push Up  Workout Fitness Scrunch Thin Skinny  Sports Running Yoga Shorts,8.0,85,AUD,100,0,3.5,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,"Summer,scrunch,Yoga,skinnyshort,Shorts,Fitness,Running,yogashort,gymshort,women shorts,short leggings,Sport,elasticlegging,fitness leggings,Women's Fashion,Women Fashion,Women",Purple,S,50,Livraison standard,3,0,45,50,China,https://www.wish.com/c/5ea11f79e2a3123494955d83,https://contestimg.wish.com/api/webimage/5ea11f79e2a3123494955d83-medium.jpg,5ea11f79e2a3123494955d83,0,0,4.767864592645569,50.658561296859176
t_shirt,Women Fashion Letter Print Tank Top Sleeveless O-neck T-shirt Summer Casual Tops Plus Size,7.0,6,GBP,100,0,4.07,30,18.0,4.0,4.0,0.0,4.0,0,0,0,0,"Summer,Plus Size,Tank,letter print,Tops,Women's Fashion,tank top,Round neck,T Shirts,Fashion,Print,sleeveless,Casual,Women Fashion,Women",Purple,XS,50,Livraison standard,2,0,44,50,China,https://www.wish.com/c/5df49c4732950d0102838a00,https://contestimg.wish.com/api/webimage/5df49c4732950d0102838a00-medium.jpg,5df49c4732950d0102838a00,0,0,8.122534230679971,6.96217219772569
robe,S-5XL Plus Size Woman Fashion Gradient Ramp Tape Maxi Long Dress Holiday Causal Beach Dress,12.0,11,EUR,1000,1,3.37,928,378.0,116.0,117.0,102.0,215.0,0,0,0,0,"Plus Size,sundress,long dress,Dress,Women's Fashion,Maxi Dresses,Dresses,beach dress,Party Dress,fashion dresses,women dress,Holiday,Causal Dress",Red,S,1,Livraison standard,3,0,32,50,China,https://www.wish.com/c/5abcce430de05539f33c17a2,https://contestimg.wish.com/api/webimage/5abcce430de05539f33c17a2-medium.jpg,5abcce430de05539f33c17a2,0,0,12.0,11.0
t_shirt,Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton T Shirt,5.0,5,EUR,1000,1,3.68,155,67.0,26.0,26.0,18.0,18.0,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",Yellow,S,50,Livraison standard,2,0,45,50,China,https://www.wish.com/c/5e913f130d3e282f24260292,https://contestimg.wish.com/api/webimage/5e913f130d3e282f24260292-medium.jpg,5e913f130d3e282f24260292,0,0,5.0,5.0
pantalon,Sexy Women Short Sleeve T-shirt Top Sportwear Shorts Pants Tacksuit Outfit Clothes Sets Jumpsuit Summer,13.0,33,EUR,1000,1,3.88,122,59.0,27.0,14.0,6.0,16.0,0,0,0,0,"Summer,Shorts,Sleeve,Hollow-out,pants,sportsset,short sleeves,Outfits,Women's Fashion,Fashion,Women,tacksuit,sexy,Clothes,Tops,T Shirts,jumpsuit",Grey,S,50,Livraison standard,3,0,44,50,United States,https://www.wish.com/c/5e707d59ad58d64d89a54409,https://contestimg.wish.com/api/webimage/5e707d59ad58d64d89a54409-medium.jpg,5e707d59ad58d64d89a54409,0,0,13.0,33.0
bain,Sexy Women Strapless Bikini Push Up One Piece Solid Tankini Summer Plus Size Swimwear,14.0,75,CHF,10000,0,4.15,2514,1375.0,544.0,332.0,122.0,141.0,0,0,0,0,"Summer,strapless,Plus Size,Vintage swimwear,onepiece,One Piece Swimsuits,Swimwear,Bikini,Women's Fashion,Push-Up,sexy,monokini,Women,plus size bathing suits,strapless bikini,Swimming",Black,S,50,Livraison standard,4,0,43,50,China,https://www.wish.com/c/588392e43d29014fabb85dad,https://contestimg.wish.com/api/webimage/588392e43d29014fabb85dad-medium.jpg,588392e43d29014fabb85dad,0,0,14.542432741248572,77.9058896852602
robe,Women Summer Floral Print Backless Elastic Waist Split Long Dress,7.0,6,USD,10000,1,3.48,2504,892.0,491.0,456.0,247.0,418.0,0,0,0,0,"Summer,dressesforwomen,tunic,Waist,Elastic,women dresses,long dress,Dress,Print,Floral dress,Floral print,Dresses,Women's Fashion,elastic waist,backless,splits,vestido,Floral,summer dresses,Holiday,Women",Pink,XXS,6,Livraison standard,2,0,39,50,China,https://www.wish.com/c/5ad95b9007c7b46572687a5d,https://contestimg.wish.com/api/webimage/5ad95b9007c7b46572687a5d-medium.jpg,5ad95b9007c7b46572687a5d,0,0,6.38220277169949,5.470459518599562
bain,Swimwear Bathing Bikini Set Padded Bandage Bra Push-up Suit Swimsuit Women,6.0,6,GBP,20000,1,3.74,6509,2620.0,1456.0,1235.0,515.0,683.0,0,0,0,0,"Bikini,Fashion,womenbikiniset,bikini set,pushupsuit,women swimsuit,New arrival,Swimwear,Swimsuit,padded,women swimwear,Bras,Suits,women bathing suit,Women,Women's Fashion,Padded Bra,Swimming",White,M,39,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5af8fc1aa708c4241d0cf8a3,https://contestimg.wish.com/api/webimage/5af8fc1aa708c4241d0cf8a3-medium.jpg,5af8fc1aa708c4241d0cf8a3,0,0,6.96217219772569,6.96217219772569
robe,Women's Fashion Autumn Winter Trendy Sexy Skirt Club Wear Cute Dress Summer New Women Long Skirts Solid Split Pencil Skirts High Waist Plus Size Bodycon Skirt Causal Package Hip Skirt Fashion A-line Skirt,8.0,7,USD,5000,1,4.1,1512,845.0,294.0,179.0,72.0,122.0,0,0,0,0,"Fashion Skirts,long skirt,pencil skirt,solidcolordre,elegantsplitskirt,Bottom,Elegant,Dress,sidesplitshirt,pencil,sexy skirt,Women Skirts,Women's Fashion,Fashion,splits,sexy,Skirts,Women",Pink,S,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/59d5d6a6765fdd2dc2d6ed2a,https://contestimg.wish.com/api/webimage/59d5d6a6765fdd2dc2d6ed2a-medium.jpg,59d5d6a6765fdd2dc2d6ed2a,0,0,7.293946024799417,6.38220277169949
pantalon,Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,5.0,30,USD,100,0,3.69,13,5.0,2.0,4.0,1.0,1.0,0,0,0,0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist",Black,XS,50,Livraison standard,1,0,40,50,Other Country,https://www.wish.com/c/5e44564413b8939de2f0a0f8,https://contestimg.wish.com/api/webimage/5e44564413b8939de2f0a0f8-medium.jpg,5e44564413b8939de2f0a0f8,0,0,4.558716265499635,27.35229759299781
pantalon,Women Summer Printed Plus Size Loose Casual Trousers Harlan Pants Long Pants Plus  Size S-5XL,11.0,10,USD,100,1,3.54,13,5.0,3.0,1.0,2.0,2.0,0,0,0,0,"Summer,trousers,pants,Bottom,fashion pants,Women's Fashion,Long pants,widelegpant,Casual,harem pants,summerpant,Plus Size,loosepant,printed,women trousers,slitpant,Women",Black,XL,50,Livraison standard,2,0,42,50,China,https://www.wish.com/c/5e3baa8d8f7db5003fb33026,https://contestimg.wish.com/api/webimage/5e3baa8d8f7db5003fb33026-medium.jpg,5e3baa8d8f7db5003fb33026,1,0,10.029175784099198,9.11743253099927
t_shirt,Summer 2020 Fashionable Women's Solid Color Vest Sleeveless Halter V-Neck Top,5.65,33,GBP,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,"Mini,Vest,Fashion,Tank,Halter,Summer,womemstop,Tops,tank top,#top #crop,tankvest,V-neck,sleeveless",Yellow,XXXXL,50,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5eb4dccc8fb578171beef0ad,https://contestimg.wish.com/api/webimage/5eb4dccc8fb578171beef0ad-medium.jpg,5eb4dccc8fb578171beef0ad,1,0,6.556045486191692,38.291947087491295
pantalon,Summer Women Fashion Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts Skirts,3.76,7,EUR,50,0,3.5,8,4.0,1.0,0.0,1.0,2.0,0,0,0,0,"Women Pants,Summer,Leggings,Shorts,Yoga,Fitness,casualshort,high waisted,yogashort,Women's Fashion,Fashion,Sport,falda,shortsforwomen,sportampoutdoor,Skirts,short skirt,Women",White,XXS,5,Livraison standard,1,0,90,50,China,https://www.wish.com/c/5ebe625c3cdb6c40b7b9231e,https://contestimg.wish.com/api/webimage/5ebe625c3cdb6c40b7b9231e-medium.jpg,5ebe625c3cdb6c40b7b9231e,0,0,3.76,7.0
other,UR SUGAR 4 Bottles/Set Colorful Summer Color Gel Nail Kit Soak Off Gel Nail Polish Set,7.0,6,USD,100,1,4.57,23,16.0,4.0,3.0,0.0,0.0,1,0,1,0,"Summer,Colorful,Beauty,Nail Polish,nail kit,mattetopcoat,soakoffgel,Nails,cosmetic,gel nail polish,topbasegel,Nail Gel,uvlampgel,nail gel set,Kit,UV Gel",Other,Other,50,Livraison standard,2,0,27,50,China,https://www.wish.com/c/5e7e0c35e27371898f419f5d,https://contestimg.wish.com/api/webimage/5e7e0c35e27371898f419f5d-medium.jpg,5e7e0c35e27371898f419f5d,0,0,6.38220277169949,5.470459518599562
other,Fashion Summer Ponytail Cap Baseball Cap for Women Mesh Visor Womens Sun Cap Sun Hat Girls Hat Ponytail Hat Adjustable Baseball Hat,4.67,4,GBP,10000,1,4.28,936,597.0,164.0,84.0,25.0,66.0,1,0,1,0,"Summer,ponytailhat,Fashion,Hats,Women Cap,Cap,Adjustable Baseball Cap,baseballcapforwomen,summercap,Women's Fashion,Baseball,Baseball Cap,sun hat,Visors,Women",White,Other,50,Livraison standard,1,0,138,50,China,https://www.wish.com/c/5d0c8dd26404871188ddf01d,https://contestimg.wish.com/api/webimage/5d0c8dd26404871188ddf01d-medium.jpg,5d0c8dd26404871188ddf01d,0,0,5.418890693896495,4.641448131817127
robe,Women Loose Demin Short Sleeve Mini Dress Sexy V Neck Summer Casual Sundress,11.0,10,USD,100,0,3.29,49,15.0,8.0,12.0,4.0,10.0,0,0,0,0,"Mini,Summer,Denim,denimjeansdres,short sleeves,casual dresses,Women's Fashion,sexy,Lines,Mini dress,mididre,Women,Shorts,Necks,Sleeve,summer dress,Casual,minishirtdres,Jeans,Dress",Blue,M,50,Livraison standard,2,0,80,50,China,https://www.wish.com/c/5d67944867b2c57d6f358338,https://contestimg.wish.com/api/webimage/5d67944867b2c57d6f358338-medium.jpg,5d67944867b2c57d6f358338,1,0,10.029175784099198,9.11743253099927
robe,Hollowing Out Halter Dress Women Summer V Neck Sleeveless Dress,2.8,3,USD,100,1,3.17,6,1.0,1.0,3.0,0.0,1.0,0,0,0,0,"Summer,Plus Size,halter dress,Necks,Halter,Dresses,Dress,Loose,V-neck,Women's Fashion,Sleeveless dress,off shoulder,summer dress,sleeveless,women dress,Women,Casual,Cotton",Grey,XS,10,Livraison standard,1,0,44,50,China,https://www.wish.com/c/5ed9df5dd6223e34697f9024,https://contestimg.wish.com/api/webimage/5ed9df5dd6223e34697f9024-medium.jpg,5ed9df5dd6223e34697f9024,1,0,2.552881108679796,2.735229759299781
t_shirt,2020 Summer Fashion Two Piece Suit Bikini Set Casual Low Cut Off Shoulder Tops Ladies Beach Wear High Waist Bikini Backless Bikini Swimsuit Bathing Swimwear,16.0,25,GBP,10,1,4.5,4,3.0,0.0,1.0,0.0,0.0,0,0,0,0,"Summer,bathing suit,Fashion,Waist,Two Piece Swimwear,Beach,Tops,Swimwear,Swimsuit,Ladies,Bikini,Lace Up,high waist,Suits,solid color,backless,Swimming suit,Casual,beach bikini,Swimming",White,S,50,Livraison standard,5,0,55,50,China,https://www.wish.com/c/5ef9a1091df14e8f41dca4fa,https://contestimg.wish.com/api/webimage/5ef9a1091df14e8f41dca4fa-medium.jpg,5ef9a1091df14e8f41dca4fa,0,0,18.565792527268503,29.00905082385704
robe,Women Summer Boho Long Evening Party Dress Beach Dress Sundress Backless Maxi Dress,9.0,17,EUR,100,0,3.63,92,35.0,25.0,7.0,13.0,12.0,0,0,0,0,"Summer,Fashion,sundress,Evening Dress,Dress,Women's Fashion,boho,beach dress,Party Dress,backless,party,maxi dress,Beach,Women",Other,S,1,Livraison standard,3,0,107,50,China,https://www.wish.com/c/5ce69880afab7162455321fe,https://contestimg.wish.com/api/webimage/5ce69880afab7162455321fe-medium.jpg,5ce69880afab7162455321fe,0,0,9.0,17.0
pantalon,Sexy Women Bandage See-through Leggings Stitching Running Yoga Outwear Sports Skinny Pants,7.0,9,USD,5000,1,3.83,1169,557.0,216.0,174.0,83.0,139.0,0,0,0,0,"Leggings,Fashion,Yoga,pants,legging fitness,Women's Fashion,Running,trousers,sexy,Sport",Other,S,50,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5926a32e5b3cde33d7993689,https://contestimg.wish.com/api/webimage/5926a32e5b3cde33d7993689-medium.jpg,5926a32e5b3cde33d7993689,1,0,6.38220277169949,8.205689277899344
robe,Women's Dress Summer Beach Maxi Dress Women Floral Print Boho Long Dress,16.0,14,EUR,100,0,4.0,11,5.0,3.0,2.0,0.0,1.0,0,0,0,0,"Summer,short sleeve dress,Floral print,Dresses,Dress,Print,boho,long dress,Women's Fashion,boho dress,women's dress,Floral,women dress,Women,Beach,casual dress",Black,S,50,Livraison standard,5,0,26,50,China,https://www.wish.com/c/5e8436c3c510a227405a1f1b,https://contestimg.wish.com/api/webimage/5e8436c3c510a227405a1f1b-medium.jpg,5e8436c3c510a227405a1f1b,1,0,16.0,14.0
t_shirt,Fashion Women&acute;s Ladies Summer Loose Chiffon Tops Long Sleeve Shirt Casual Blouse,9.0,34,USD,50,0,4.0,5,3.0,0.0,1.0,1.0,0.0,0,0,0,0,"women sexy dress,blouse,Fashion,chiffon,Sleeve,shirt dress,Summer,Tops,looseblouse,fashion top,Long Sleeve,womendressshirt,women shirt,Ladies,women dress,Mini dress,women top,Casual,Women Fashion,Shirt",Brown,S,50,Livraison standard,3,0,61,50,United States,https://www.wish.com/c/5a93ab421c6def23e6f0c878,https://contestimg.wish.com/api/webimage/5a93ab421c6def23e6f0c878-medium.jpg,5a93ab421c6def23e6f0c878,1,0,8.205689277899344,30.99927060539752
t_shirt,2020 New Arrival Women Fashion Short Sleeve Letter Print Casual T-shirts Plus Size Women O-neck Summer Graphic Tees,3.0,26,GBP,100,1,2.0,3,0.0,1.0,0.0,0.0,2.0,0,0,0,0,"Summer,Plus Size,Sleeve,letter print,graphic tee,short sleeves,Women's Fashion,Shorts,o-neck,Print,women top,Fashion,Casual,T Shirts,Women",Yellow,S,13,Livraison standard,1,0,43,50,China,https://www.wish.com/c/5eb3aec324c46f21c224b844,https://contestimg.wish.com/api/webimage/5eb3aec324c46f21c224b844-medium.jpg,5eb3aec324c46f21c224b844,0,0,3.481086098862845,30.169412856811324
robe,Summer Women Lace Hollow Backless Irregular Floral Long Beach Dress,6.0,6,EUR,5000,1,3.83,1458,615.0,357.0,248.0,92.0,146.0,0,0,0,0,"Summer,Fashion,Lace,long dress,Evening Dress,Dress,beach dress,women dress,irregulardre,boho dress,maxi dress,Floral,summer dresses,Beach,Women's Fashion,backless,Women",White,XXS,4,Livraison standard,2,0,38,50,China,https://www.wish.com/c/5c61232151aa0072bb647739,https://contestimg.wish.com/api/webimage/5c61232151aa0072bb647739-medium.jpg,5c61232151aa0072bb647739,1,0,6.0,6.0
robe,Women Sleeveless Spaghetti Strap Solid Color Pleated Dress Casual Loose Ruffle Maxi Dress Plus Size,12.0,72,GBP,1000,0,3.93,566,284.0,107.0,78.0,43.0,54.0,0,0,0,0,"sleeveless,Plus Size,ruffle,Dress,summer dress,kleid,Women's Fashion,maxi dress,pleateddresse,bohemian,long dresses,Sexy Dress,women dress,vestido,Spaghetti,Casual,Pleated,Women",Black,S,50,Livraison standard,3,0,38,50,China,https://www.wish.com/c/5c6512e25d38b721f29d4cb1,https://contestimg.wish.com/api/webimage/5c6512e25d38b721f29d4cb1-medium.jpg,5c6512e25d38b721f29d4cb1,0,0,13.92434439545138,83.54606637270828
t_shirt,Summer Women Jurassic Mom of Dino Tank Tops Casual Vest Don't Mess with MamaSaurus You'll Get Jurasskicked Funny Mom Shirt Sleeveless Blouse,6.0,34,USD,100,0,3.8,10,4.0,4.0,0.0,0.0,2.0,0,0,0,0,"Summer,Vest,momshirt,Get,summer t-shirts,funnytop,tank top,Tops,Women's Fashion,Fashion,yoga top,Casual,Women,blouse,Funny,Tank,Shirt,graphic tee,sleevelessblouse,sportsamprecreation,gymwear,sleeveless,casualblouse",White,L,50,Livraison standard,2,0,41,50,China,https://www.wish.com/c/5e9d476c03df0b35e16bc678,https://contestimg.wish.com/api/webimage/5e9d476c03df0b35e16bc678-medium.jpg,5e9d476c03df0b35e16bc678,0,0,5.470459518599562,30.99927060539752
robe,5 Color Women's Fashion Summer Slim Sleeveless Camouflage Print Dress High Waist Lace Up Casual Pocket Mini Dresses Plus Size S-5XL,13.0,13,GBP,1000,0,4.16,138,82.0,27.0,10.0,7.0,12.0,1,0,1,0,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist",Pink,S,50,Livraison standard,3,0,41,50,China,https://www.wish.com/c/5d2fd5a9af7a0c5b21369a05,https://contestimg.wish.com/api/webimage/5d2fd5a9af7a0c5b21369a05-medium.jpg,5d2fd5a9af7a0c5b21369a05,0,0,15.084706428405662,15.084706428405662
t_shirt,5 Colors Plus Size New Design  Hot Summer Women Fashion Tops Casual Sexy Floral Lace Spaghetti Straps Bra Patchwork Lingerie Top Sleeveless Halter Hollow Out Crop Top Cup Bra ,9.0,19,GBP,5000,1,3.97,588,317.0,100.0,66.0,44.0,61.0,0,0,0,0,"Women Vest,Plus Size,Lace,Halter,Summer,casual shirt,strap,floral lace,Women's Fashion,Fashion,sexy lace,sleeveless tops,sleeveless,Floral,sexy,slimtop,Spaghetti,summer tops,Women Fashion,Women,push up bra,Cup,Tops,lace shirts,Casual,Lingerie,Bras,women tank top,Design",White,M,50,Livraison standard,3,0,64,50,China,https://www.wish.com/c/5dc3b1f9896ffb0bdbd02d76,https://contestimg.wish.com/api/webimage/5dc3b1f9896ffb0bdbd02d76-medium.jpg,5dc3b1f9896ffb0bdbd02d76,0,0,10.443258296588535,22.046878626131356
pantalon,New Women Fashion Solid Color Safety Shorts Yoga Running Shorts Short Leggings with Pockets S-3XL,9.0,26,CHF,20000,0,3.6,1193,500.0,218.0,171.0,110.0,194.0,0,0,0,0,"runningpant,Leggings,Shorts,Yoga,skinny pants,Short pants,Running,yoga leggings,yogashort,Women's Fashion,short leggings,Soft and comfortable,fitness leggings,Fashion,Women",Blue,S,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5db8fcb8805c6a02fb6dcc29,https://contestimg.wish.com/api/webimage/5db8fcb8805c6a02fb6dcc29-medium.jpg,5db8fcb8805c6a02fb6dcc29,0,0,9.348706762231226,27.007375090890207
robe,Women's Elegant Sleeveless Stripe T Shirts Dress Party Dress Big Swing Long Round Neck Maxi Dress Summer Color-block Beach Long Dress Plus Size S-5XL,5.0,5,USD,100,0,3.06,65,18.0,10.0,13.0,6.0,18.0,0,0,0,0,"Summer,Plus Size,Shirt,Elegant,long dress,Dress,Necks,Party Dress,Round neck,Women Skirts,Women's Fashion,Sleeveless dress,striped dress,Stripes,party,Party Dresses,women dress,Beach,loose dress,sleeveless,Causal Dress",Yellow,XS,50,Livraison standard,1,0,13,50,China,https://www.wish.com/c/5e9570e2d4af000dc41b1a9a,https://contestimg.wish.com/api/webimage/5e9570e2d4af000dc41b1a9a-medium.jpg,5e9570e2d4af000dc41b1a9a,1,0,4.558716265499635,4.558716265499635
robe,Womens Brief and Comfortable Summer Short Sleeve Baggy Midi Dress Ladies Shift Kaftan Dresses,16.0,84,USD,100,0,3.41,27,11.0,5.0,3.0,0.0,8.0,0,0,0,0,"Summer,Shift Dress,Sleeve,shirt dress,long dress,Dress,short sleeves,cottonlinendre,beach dress,Shorts,Ladies,Women's Fashion,Beach",Black,S,50,Livraison standard,4,0,39,50,China,https://www.wish.com/c/5dbfe72d66169243db6635df,https://contestimg.wish.com/api/webimage/5dbfe72d66169243db6635df-medium.jpg,5dbfe72d66169243db6635df,1,0,14.587892049598834,76.58643326039387
pantalon,Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,11.0,14,AUD,20000,1,3.76,8029,3689.0,1502.0,1160.0,592.0,1086.0,0,0,0,0,"Summer,Leggings,trousers,high waist,Casual pants,Army,pants,Women's Fashion,pencil pants,Fashion,Green,Women,slim,Pants & Capris",Black,S,19,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5af406469be1de3b00f73128,https://contestimg.wish.com/api/webimage/5af406469be1de3b00f73128-medium.jpg,5af406469be1de3b00f73128,0,0,6.555813814887658,8.343763037129747
robe,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,10,CHF,100,0,3.2,10,3.0,1.0,3.0,1.0,2.0,0,0,0,0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",White,XXS,1,Livraison standard,1,0,41,50,China,https://www.wish.com/c/5eb38309fa6f111ca122bed4,https://contestimg.wish.com/api/webimage/5eb38309fa6f111ca122bed4-medium.jpg,5eb38309fa6f111ca122bed4,0,0,2.077490391606939,10.387451958034696
t_shirt,4 Color Summer New Women's Fashion Short Sleeve Tie Dry Hipple Soul T-shirts Plus Size S-5XL,8.0,7,EUR,100,0,3.43,23,9.0,4.0,2.0,4.0,4.0,0,0,0,0,"gradientcolor,Summer,Plus Size,colorfultop,Shirt,Sleeve,dewshoulder,short sleeves,Shorts,colorblock,hipplesoul,Fashion,Tie Dye,Women's Fashion,T Shirts",Pink,S,50,Livraison standard,2,0,43,50,China,https://www.wish.com/c/5eb4dfbb1284d61c96c43bad,https://contestimg.wish.com/api/webimage/5eb4dfbb1284d61c96c43bad-medium.jpg,5eb4dfbb1284d61c96c43bad,0,0,8.0,7.0
t_shirt,Summer Women's Fashion Short Sleeve Lace Trim V-neck Pure Color Casual Tops T-shirt,7.0,7,USD,10000,0,3.55,793,303.0,154.0,134.0,81.0,121.0,0,0,0,0,"short sleeves,lace trim,Shorts,Lace,Sleeve,Summer,sleeve lace,Pure Color,summer t-shirts,Women's Fashion,V-neck,Casual,T Shirts,Fashion,women t shirt,loose t-shirt,Short Sleeve T-Shirt,Tops",Blue,S,50,Livraison standard,2,0,45,50,China,https://www.wish.com/c/5c99cb32780afa57da3af9e0,https://contestimg.wish.com/api/webimage/5c99cb32780afa57da3af9e0-medium.jpg,5c99cb32780afa57da3af9e0,0,0,6.38220277169949,6.38220277169949
shoes,Summer Fashion Womens Antiskid Zipper Canvas Shoes Casual Shoes Womens Canvas Shoes Denim Flats Plus Size 35-43,14.0,12,GBP,1000,0,3.82,176,88.0,30.0,22.0,11.0,25.0,0,0,0,0,"casual shoes,Summer,Plus Size,Womens Shoes,Flats,zippers,Denim,Loafers,Women's Fashion,Fashion,Shoes,Canvas,flat shoe,Casual,Canvas Shoes",Black,Other,5,Livraison standard,4,0,42,50,China,https://www.wish.com/c/5cdd3515d943635651a29bbf,https://contestimg.wish.com/api/webimage/5cdd3515d943635651a29bbf-medium.jpg,5cdd3515d943635651a29bbf,0,0,16.245068461359942,13.92434439545138
robe,Side Split Letter Print Curved Hem Casual Dress Summer Sport Style T Shirt Dress Plus Size,12.0,26,EUR,5000,0,4.16,663,385.0,119.0,84.0,28.0,47.0,0,0,0,0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",White,S,50,Livraison standard,3,0,43,50,China,https://www.wish.com/c/5ccd5797cb8529092f1cace5,https://contestimg.wish.com/api/webimage/5ccd5797cb8529092f1cace5-medium.jpg,5ccd5797cb8529092f1cace5,1,0,12.0,26.0
